NUM,CALL,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,2.4,3.1,3.2,3.3,3.4,3.5,4.1,4.2,4.3,4.4,5.1,5.2,5.3,5.4,5.5,6.1,6.2,6.3,6.4,7.1,7.2,7.3,7.4,7.5,8.1,8.2,8.3,8.4,9.1,9.2,9.3,9.4,9.5
1,CALCAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ANDPOL,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,BETNAN,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
4,CASTET,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
5,CARBIG,1,7,,,,3,5,2,,3,3,2,,,6,5,1,,4,,1,1,1,1,,,,2,,,,2,,1,,3,2,1,2,,2
6,EMPNIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ERIVAG,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
8,LEDPAL,,3,1,3,8,3,,3,2,4,,6,,,,,8,,3,3,,,,,5,,1,,8,2,3,,13,2,,2,5,,1,,2
9,PETFRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,RUBCHA,,,1,,,,,2,1,1,,,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
11,SALPUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,VACVIT,6,3,,1,,6,,3,,,4,2,1,,,,2,,2,,,1,,,,1,1,3,2,2,2,,1,2,2,,,3,1,1,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,DEAD,4,1,,1,1,3,3,,2,1,8,,,2,3,4,2,,3,4,,2,1,3,,,,6,1,,,,,,1,1,,,,1,2
17,LITTER,1,,1,,,,,1,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
18,TUSSOCK,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
19,MOSS,1,1,1,,1,,1,1,1,,,1,,1,,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1
20,LICHEN,1,,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1
21,VOLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,BARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FRAME,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
24,MAX,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
25,MAXSPP,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
26,GROUND,41,43,42,48,48,46,48,40,42,43,47,48,44,42,36,49,43,55,36,41,54,46,48,47,38,49,57,46,45,49,54,46,45,45,51,59,54,50,50,46,49
27,CANOPY,18,21,8,15,20,24,25,11,6,26,24,17,9,8,16,24,11,10,19,10,24,6,16,18,4,8,11,21,14,16,14,13,13,15,15,20,26,20,12,2,2
28,SPP,5,16,10,8,8,5,5,8,10,5,16,5,10,16,5,5,5,20,5,8,5,5,3,5,20,12,20,5,8,8,8,5,8,5,5,5,5,5,16,12,5
