NUM,CALL,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,2.4,3.1,3.2,3.3,3.4,3.5,4.1,4.2,4.3,4.4,5.1,5.2,5.3,5.4,5.5,6.1,6.2,6.3,6.4,7.1,7.2,7.3,7.4,7.5,8.1,8.2,8.3,8.4,9.1,9.2,9.3,9.4,9.5
1,CALCAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
2,ANDPOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
3,BETNAN,,,,2,,,,,,4,,,2,,4,,,1,1,,,2,,,2,,,,5,3,,,,,,,8,,,,
4,CASTET,,,,,,,,,2,,,3,1,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,
5,CARBIG,,,5,,1,,1,2,1,,,1,,,3,3,1,2,,4,,1,,5,1,2,,2,,,3,,1,2,1,3,1,2,1,3,1
6,EMPNIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ERIVAG,,3,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,
8,LEDPAL,1,3,4,,2,,1,,2,,,,,4,,,,,,2,1,,1,,,4,1,3,,5,,5,6,3,,,3,2,4,2,
9,PETFRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,RUBCHA,,,,1,3,,,,,,,3,,,,,2,,,,2,2,,,,1,,,1,,,,1,,,1,,,,,
11,SALPUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,VACVIT,4,11,,,,,1,,1,5,3,,,,2,2,,,,,6,,,,,,4,,,,5,,,1,,,,6,1,,1
13,PEDLAP,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1
14,VACOXY,,,,,,,,,,,,1,1,,5,1,,,2,,,,,3,1,1,,3,,,,,,,,,,5,,1,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,DEAD,,1,3,1,,,4,1,,,1,,2,3,4,2,,1,4,1,,,2,6,3,2,2,4,2,3,,,5,2,5,3,1,2,2,2,1
17,LITTER,,,,,1,,,,,,,,,,1,1,1,1,1,,1,1,1,1,,1,,1,,,1,1,1,1,1,1,1,1,1,,
18,TUSSOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
19,MOSS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,,1,1,1,1,,1,1,,1,,1,1,,1,,1,1,1
20,LICHEN,,1,,1,,1,1,1,1,,1,,1,1,1,,,1,,,1,,1,,,,,,,1,,,,,,,,,,1,1
21,VOLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,BARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FRAME,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
24,MAX,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
25,MAXSPP,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
26,GROUND,58,55,62,55,48,58,59,58,49,54,58,60,64,53,55,55,52,56,60,56,55,50,56,58,56,60,55,60,59,52,60,54,62,59,55,61,60,57,61,63,62
27,CANOPY,10,20,23,13,17,17,20,9,11,9,9,15,26,20,10,10,11,14,14,13,13,8,15,14,12,18,13,27,23,8,9,9,23,18,13,21,22,18,19,17,15
28,SPP,16,7,5,3,5,7,16,5,8,3,16,5,3,5,3,7,5,5,16,8,10,10,5,5,3,5,5,5,1,3,5,8,5,5,5,5,3,16,5,8,5
